Year,Date,Time,Location,Crash Type,Number of IMT Teams,Number of UHP Teams,RT,RT for IMT sec,RT for UHP,RT for UHP min,RT for UHP sec,RCT,RCT for IMT Numeric sec,Ln RCT for IMT,ICT,ICT for IMT Numeric sec,Ln ICT for IMT,ICT for UHP Numeric min,ICT for UHP Numeric sec,Ln ICT for UHP,Lanes at Bottleneck,Number of Lanes Closed,Lanes Available,Time Weighted Number of Lanes Closed,Roadway Capacity,Lane Ratio,AV,Ln AV,ETT,Ln ETT,EUC,Ln Cost,Time Range,T7-T5,T7T5,T7-T5 Sec,Ln T7-T5,T7T0,T7-T0 min,T7-T0 sec,Ln T7-T0,T5-T0,T5-T0 min,T5-T0 sec,Ln T5-T0,T5-T7 min,T5-T7 sec,Ln T5-T7
2022,7/1/22,7:17:11,4700 S I15 SB,PI Crash,1,4,26.55,1593,0:04:34,4.57,274,80.81666667,4849,4.392183215,95.2,5712,4.555979942,130.53,7832,8.965973184,6,2,4,2,0.666666667,0.333,6272,8.744,139.25,4.936,3395.72,8.13,AM Peak,,-18,-1080,,1:05,65,3900,4.17438727,1:23,83,4980,4.418840608,18,1080,2.890371758
2022,7/1/22,15:44:24,5925 S I15 SB,PI Crash,1,3,7.133333333,428,0:06:21,6.35,381,64.6,3876,4.168214411,66.62,3997,4.199004833,63.53,3812,8.245909265,7,4,3,2,0.714285714,0.571,4173,8.336,166.12,5.113,4581.76,8.43,Afternoon Off Peak,,-19,-1140,,0:40,40,2400,3.688879454,0:59,59,3540,4.077537444,19,1140,2.944438979
2022,7/1/22,17:30:42,278101 I15 NB; MM 278 I15 NB                                ,PD Crash,2,2,5.183333333,311,0:02:28,2.47,148,9.3,558,2.2300144,38.8,2328,3.658420247,75.85,4551,8.423102268,6,3,3,2.17,0.638333333,0.5,3263,8.09,180.15,5.194,4534.22,8.42,PM Peak,0:05,5,300,1.609437912,0:20,20,1200,2.995732274,0:15,15,900,2.708050201,,,
2022,7/2/22,21:31:59,1366 W I215S EB; MM 13 I215S EB                             ,PI Crash,1,2,11.50000001,690.0000006,0:10:10,10.17,610,19.01666667,1141,2.945315788,26,1560,3.258096538,133.3,7998,8.986946789,4,3,1,2.4,0.4,0.75,2103,7.651,5.65,1.732,139.2,4.94,Night Off Peak,0:59,59,3540,4.077537444,1:20,80,4800,4.382026635,0:21,21,1260,3.044522438,,,
2022,7/4/22,11:52:29,280003 I15 NB; MM 280 I15 NB                                ,PD Crash,3,6,13.4,804,0:02:29,2.48,149,127.5166667,7651.000002,4.848247075,129.48,7769,4.863526429,129.48,7769,8.957896735,6,2,4,2,0.666666667,0.333,9893,9.2,379.02,5.938,10368.05,9.25,Afternoon Off Peak,0:05,5,300,1.609437912,2:05,125,7500,4.828313737,2:00,120,7200,4.787491743,,,
2022,7/7/22,10:01:16,400 S I15 SB,PI Crash,2,3,7.066666667,424,0:07:06,7.1,426,25.73333333,1544,3.247787168,38.93,2336,3.661765162,104.37,6262,8.742254902,5,1,4,1,0.8,0.2,1996,7.599,51.18,3.935,1455.33,7.28,Afternoon Off Peak,0:03,3,180,1.098612289,0:30,30,1800,3.401197382,0:27,27,1620,3.295836866,,,
2022,7/7/22,15:33:42,9559 E I80 EB; MM 134 I80 EB                                ,PI Crash,2,3,37.41666667,2245,0:15:41,15.68,941,64.3,3858,4.163559631,80.85,4851,4.392595586,279.77,16786,9.728300485,3,2,1,1.98,0.34,0.667,5308,8.577,1288.67,7.161,36027.14,10.49,Afternoon Off Peak,1:12,72,4320,4.276666119,2:15,135,8100,4.905274778,1:03,63,3780,4.143134726,,,
2022,7/7/22,15:49:57,1500 E I80 EB,PI Crash,1,2,8.75,525,0:10:17,10.28,617,11.65,699,2.45530618,11.65,699,2.45530618,80.75,4845,8.485702524,3,1,2,1,0.666666667,0.333,1792,7.491,25.18,3.226,695.74,6.54,Afternoon Off Peak,0:23,23,1380,3.135494216,0:35,35,2100,3.555348061,0:12,12,720,2.48490665,,,
2022,7/7/22,22:57:41,285054 I15 NB; MM 285 I15 NB                                ,Fatal,2,15,32.51666667,1951,0:05:31,5.52,331,206.3166667,12379,5.329412205,207.17,12430,5.333539712,,,,6,6,0,5.38,0.103333333,1,1588,7.37,147.3,4.992,3809.72,8.25,Night Off Peak,,-89,-5340,,1:55,115,6900,4.744932128,3:24,204,12240,5.318119994,89,5340,4.48863637
2022,7/11/22,16:57:05,271005 I15 SB; MM 271 I15 SB,PD Crash,1,4,23.56666667,1414,0:09:32,9.53,572,43.91666667,2635,3.782293899,49.72,2983,3.906407267,64.6,3876,8.262558973,6,2,5,2,0.666666667,0.167,8381,9.034,190.93,5.252,4813.73,8.48,PM Peak,0:09,9,540,2.197224577,0:55,55,3300,4.007333185,0:46,46,2760,3.828641396,,,
2022,7/11/22,15:46:16,600 E I80 WB,PD Crash,1,2,9.95,597,1:20:02,80.03,4802,21.73333333,1304,3.07884718,74.85,4491,4.315486111,103.88,6233,8.737613037,4,1,3,1,0.75,0.25,5473,8.608,12.27,2.507,324.11,5.78,Afternoon Off Peak,0:52,52,3120,3.951243719,1:15,75,4500,4.317488114,0:23,23,1380,3.135494216,,,
2022,7/12/22,8:42:59,5300 S I15 NB,PD Crash,1,4,22.36666667,1342,0:08:07,8.12,487,30.01666667,1801,3.401752783,40.37,2422,3.698086935,54.08,3245,8.084870629,5,2,3,1.88,0.624,0.4,3446,8.145,206.64,5.331,4624.81,8.44,AM Peak,0:07,7,420,1.945910149,0:40,40,2400,3.688879454,0:33,33,1980,3.496507561,,,
2022,7/12/22,8:40:38,14931 S I15 NB; MM 288 I15 NB,PI Crash,2,3,20.61666667,1237,0:03:06,3.1,186,33.36666667,2002,3.507557398,57.73,3464,4.055776969,78.75,4725,8.46062284,6,4,2,4,0.333333333,0.667,3529,8.169,815.66,6.704,19223.67,9.86,AM Peak,0:06,6,360,1.791759469,0:40,40,2400,3.688879454,0:34,34,2040,3.526360525,,,
2022,7/13/22,20:03:14,4000 S I215W SB,PI Crash,1,2,23.81666667,1429,0:22:57,22.95,1377,36.83333333,2210,3.606403232,36.83,2210,3.60631273,71.98,4319,8.370779173,5,1,4,1,0.8,0.2,1432,7.267,4.55,1.515,114.79,4.74,Night Off Peak,,-8,-480,,0:35,35,2100,3.555348061,0:43,43,2580,3.761200116,8,480,2.079441542
2022,7/13/22,19:22:24,14182 S I15 NB; MM 289 I15 NB,PI Crash,2,4,5.433333333,326,0:12:31,12.52,751,72.65,4359,4.28565339,72.65,4359,4.28565339,72.1,4326,8.372398607,5,1,4,1,0.8,0.2,3003,8.007,37.4,3.622,971.76,6.88,Night Off Peak,,-59,-3540,,0:30,30,1800,3.401197382,1:29,89,5340,4.48863637,59,3540,4.077537444
2022,7/13/22,17:28:58,4835 E I80 WB; MM 130 I80 WB,PI Crash,1,2,13.63333333,817.9999998,0:00:00,0,0,22.65,1359,3.120159852,22.65,1359,3.120159852,132.45,7947,8.980549778,2,1,1,1,0.5,0.5,3702,8.217,258.41,5.555,6808.39,8.83,PM Peak,0:26,26,1560,3.258096538,1:10,70,4200,4.248495242,0:44,44,2640,3.784189634,,,
2022,7/13/22,14:53:43,264991 I15 SB; MM 265 I15 SB,PI Crash,1,2,15.06666667,904.0000002,0:06:10,6.17,370,26.28333333,1577,3.268935025,38.78,2327,3.65790465,78.43,4706,8.456593569,6,1,5,1,0.833333333,0.167,1294,7.165,10.13,2.316,280.59,5.64,Afternoon Off Peak,,-5,-300,,0:10,10,600,2.302585093,0:15,15,900,2.708050201,5,300,1.609437912
2022,7/13/22,22:54:46,11400 S I15 NB,PI Crash,1,2,26.61666667,1597,0:03:15,3.25,195,60.7,3642,4.105943698,60.7,3642,4.105943698,62.62,3757,8.231376046,7,1,6,1,0.857142857,0.143,1201,7.091,0.57,-0.562,15.34,2.73,Night Off Peak,,-54,-3240,,0:40,40,2400,3.688879454,1:34,94,5640,4.543294782,54,3240,3.988984047
2022,7/15/22,18:20:52,275940 I15 SB; MM 276 I15 SB,PI Crash,1,5,23.45,1407,0:10:53,10.88,653,56.13333333,3368,4.027729813,62.12,3727,4.129067998,123.53,7412,8.910855587,6,1,5,1,0.833333333,0.167,4417,8.393,230.75,5.441,5618.55,8.63,PM Peak,,-2,-120,,0:45,45,2700,3.80666249,0:47,47,2820,3.850147602,2,120,0.693147181
2022,7/15/22,9:40:38,281917 I15 SB; MM 282 I15 SB,Fatal,1,8,14.71666667,883.0000002,0:13:15,13.25,795,200.3666667,12022,5.300149022,227.37,13642,5.426578646,227.47,13648,9.52134827,5,2,3,2,0.6,0.4,11805,9.376,4.9,1.589,144.68,4.97,Afternoon Off Peak,,-16,-960,,2:50,170,10200,5.135798437,3:06,186,11160,5.225746674,16,960,2.772588722
2022,7/18/22,9:48:18,285054 I15 NB; MM 285 I15 NB,PI Crash,1,2,8.283333333,497,0:31:32,31.53,1892,24.7,1482,3.206803244,36.22,2173,3.589611452,64.52,3871,8.261268151,6,1,5,1,0.833333333,0.167,2238,7.713,8.73,2.167,236.2,5.46,Afternoon Off Peak,0:02,2,120,0.693147181,0:20,20,1200,2.995732274,0:18,18,1080,2.890371758,,,
2022,7/18/22,10:17:45,500 N I15 SB,PD Crash,1,2,16.75,1005,0:12:55,12.92,775,57.25,3435,4.047427642,66.57,3994,4.198254026,66.57,3994,8.292548514,4,1,3,1,0.75,0.25,3496,8.159,94.9,4.553,2664.98,7.89,Afternoon Off Peak,0:10,10,600,2.302585093,0:55,55,3300,4.007333185,0:45,45,2700,3.80666249,,,
2022,7/20/22,19:13:50,5900 S I15 SB,PI Crash,1,4,10.58333333,634.9999998,0:06:32,6.53,392,16.16666667,970.0000002,2.782951509,26.12,1567,3.262701304,90.77,5446,8.602636673,6,1,5,1,0.833333333,0.167,1201,7.091,2.27,0.82,59.33,4.08,Night Off Peak,0:05,5,300,1.609437912,0:10,10,600,2.302585093,0:05,5,300,1.609437912,,,
2022,7/20/22,18:24:28,7200 S I15 SB,PI Crash,1,4,,,0:00:00,0,0,52.53333333,3152,3.961447889,64.17,3850,4.161535812,78.72,4723,8.46019947,6,2,4,0.94,0.843333333,0.333,5448,8.603,483.48,6.181,12606.74,9.44,PM Peak,0:08,8,480,2.079441542,1:05,65,3900,4.17438727,0:57,57,3420,4.043051268,,,
2022,7/20/22,10:57:25,273003 I15 NB; MM 273 I15 NB,PI Crash,2,4,4.666666667,280,0:06:03,6.05,363,43.58333333,2615,3.774674814,45.27,2716,3.812644561,138.32,8299,9.023890305,6,2,4,1.95,0.675,0.333,4165,8.334,167.29,5.12,4680.97,8.45,Afternoon Off Peak,0:09,9,540,2.197224577,0:55,55,3300,4.007333185,0:46,46,2760,3.828641396,,,
2022,7/21/22,21:16:41,281008 I15 NB; MM 281 I15 NB,PI Crash,2,5,0.066666667,4.00000002,0:07:51,7.85,471,84.31666667,5059,4.434579552,132.22,7933,4.884467202,251.25,15075,9.620793022,6,5,1,5,0.166666667,0.833,2720,7.908,433.29,6.071,12175.66,9.41,Night Off Peak,0:04,4,240,1.386294361,1:30,90,5400,4.49980967,1:26,86,5160,4.454347296,,,
2022,7/21/22,16:47:43,3600 S I15 NB,PI Crash,1,3,8.683333333,521,0:11:42,11.7,702,26.28333333,1577,3.268935025,34.37,2062,3.537184091,74.43,4466,8.404248432,6,1,5,1,0.833333333,0.167,5078,8.533,156.96,5.056,4414.79,8.39,PM Peak,0:11,11,660,2.397895273,0:40,40,2400,3.688879454,0:29,29,1740,3.36729583,,,
2022,7/23/22,14:47:30,400 S I15 SB; MM 305 I15 SB,PI Crash,1,2,22.16666667,1330,1:59:09,119.15,7149,31.9,1914,3.46260601,31.9,1914,3.46260601,124.88,7493,8.92172453,4,1,3,1,0.75,0.25,7097,8.867,15.12,2.716,390.29,5.97,Afternoon Off Peak,,-10,-600,,1:45,105,6300,4.65396035,1:55,115,6900,4.744932128,10,600,2.302585093
2022,7/23/22,7:00:40,279008 I15 SB; MM 279 I15 SB,PI Crash,1,4,51.75,3105,0:06:47,6.78,407,59.68333333,3581,4.089052808,59.68,3581,4.088996956,140.63,8438,9.040500593,6,2,4,2,0.666666667,0.333,4911,8.499,12.12,2.495,293.56,5.68,AM Peak,0:00,0,0,,1:35,95,5700,4.553876892,1:35,95,5700,4.553876892,,,
2022,7/24/22,18:29:51,6400 S I15 NB,PD Crash,1,5,27.71666667,1663,0:05:15,5.25,315,45.15,2709,3.80999028,98.2,5892,4.587006215,150.53,9032,9.108529106,5,2,3,,,0.4,2489,7.82,157.02,5.056,4004.19,8.3,PM Peak,0:00,0,0,,0:50,50,3000,3.912023005,0:50,50,3000,3.912023005,,,
2022,7/25/22,13:59:07,10000 S I15 SB,PI Crash,2,5,1.833333333,110,0:09:17,9.28,557,16.88333333,1013,2.826326942,76.2,4572,4.333361463,99.98,5999,8.699348068,7,3,4,,,0.429,9953,9.206,412.09,6.021,11256.56,9.33,Afternoon Off Peak,0:59,59,3540,4.077537444,1:20,80,4800,4.382026635,0:21,21,1260,3.044522438,,,
2022,7/26/22,19:51:31,271005 I15 SB; MM 271 I15 SB,PI Crash,1,4,5.933333333,356,0:05:36,5.6,336,19.48333333,1169,2.969559399,36.98,2219,3.610377226,44.72,2683,7.89469085,6,2,4,1.31,0.781666667,0.333,1116,7.018,1.47,0.385,38.42,3.65,Night Off Peak,,-6,-360,,0:15,15,900,2.708050201,0:21,21,1260,3.044522438,6,360,1.791759469
2022,7/26/22,16:56:03,2100 S I15 NB,PI Crash,1,6,11.56666667,694.0000002,0:01:37,1.62,97,100.95,6057,4.614625345,101.25,6075,4.617592706,122.52,7351,8.902591637,4,4,0,1.8,0.55,1,12292,9.417,1099.39,7.003,30059.7,10.31,PM Peak,0:13,13,780,2.564949357,2:00,120,7200,4.787491743,1:47,107,6420,4.672828834,,,
2022,7/26/22,11:13:11,1895 E I80 EB; MM 126 I80 EB,PD Crash,1,2,30.53333333,1832,0:14:20,14.33,860,38.81666667,2329,3.658849708,39.12,2347,3.666633845,39.2,2352,7.763021309,3,1,2,1,0.666666667,0.333,3039,8.019,53.11,3.972,1645.39,7.41,Afternoon Off Peak,0:48,48,2880,3.871201011,1:30,90,5400,4.49980967,0:42,42,2520,3.737669618,,,
2022,7/27/22,19:39:49,1400 S I15 NB,PI Crash,2,5,9.816666667,589,0:02:36,2.6,156,50.18333333,3011,3.915682966,58.47,3508,4.068513802,97.92,5875,8.678461339,5,1,4,1,0.8,0.2,2712,7.905,45.82,3.825,1193.27,7.08,Night Off Peak,,-10,-600,,0:45,45,2700,3.80666249,0:55,55,3300,4.007333185,10,600,2.302585093
2022,7/27/22,16:30:19,259970 I15 SB; MM 260 I15 SB,PI Crash,2,5,21.38333333,1283,0:03:08,3.13,188,51.68333333,3101,3.945135357,55.27,3316,4.012230266,110.2,6612,8.796641459,5,2,3,1.45,0.71,0.4,9327,9.141,806.28,6.692,20508.35,9.93,PM Peak,0:33,33,1980,3.496507561,1:30,90,5400,4.49980967,0:57,57,3420,4.043051268,,,
2022,7/27/22,8:49:44,7000 S I15 SB,PI Crash,1,4,19.58333333,1175,0:08:36,8.6,516,112.2666667,6736.000002,4.720876994,112.92,6775,4.726679603,111.85,6711,8.81150325,5,1,4,1,0.8,0.2,8716,9.073,467.22,6.147,12160.97,9.41,AM Peak,,-7,-420,,1:50,110,6600,4.700480366,1:57,117,7020,4.762173935,7,420,1.945910149
2022,7/28/22,7:48:56,6800 S I15 NB      ,PD Crash,1,2,12.96666667,778.0000002,0:00:00,0,0,6.066666667,364,1.802809305,70.23,4214,4.25177557,70.27,4216,8.34664209,5,2,3,1,0.8,0.4,12963,9.47,249.36,5.519,5860.06,8.68,AM Peak,1:10,70,4200,4.248495242,1:20,80,4800,4.382026635,0:10,10,600,2.302585093,,,
2022,7/29/22,22:36:05,5805 E I80 EB; MM 131 I80 EB  ,PI Crash,3,6,8.083333333,485,0:12:59,12.98,779,68.91666667,4135,4.232898045,144.07,8644,4.970299293,384.93,23096,10.04741472,2,2,0,1.13,0.435,1,871,6.77,75.7,4.327,2228.54,7.71,Night Off Peak,0:10,10,600,2.302585093,1:15,75,4500,4.317488114,1:05,65,3900,4.17438727,,,
2022,7/29/22,16:09:12,5200 S I15 SB,PI Crash,1,3,9.083333333,545,0:06:09,6.15,369,55.13333333,3308,4.009754494,55.13,3308,4.009694033,55.07,3304,8.102889135,7,1,6,1,0.857142857,0.143,7179,8.879,143.79,4.968,3537.92,8.17,PM Peak,,-12,-720,,1:05,65,3900,4.17438727,1:17,77,4620,4.343805422,12,720,2.48490665
2022,7/29/22,18:43:21,9540 E I80 WB; MM 137 I80 WB                                ,PI Crash,2,8,17.13333333,1028,0:16:57,16.95,1017,205.65,12339,5.326175695,234.8,14088,5.458734088,272.8,16368,9.703083488,3,3,0,1.95,0.35,1,6678,8.807,500.94,6.216,13410.65,9.5,Night Off Peak,0:11,11,660,2.397895273,3:40,220,13200,5.393627546,3:29,209,12540,5.342334252,,,
2022,8/1/22,10:41:19,4892 E I80 EB; MM 130 I80 EB                                ,PD Crash,1,7,15.03333333,901.9999998,0:05:54,5.9,354,58.68333333,3521,4.072155757,92.05,5523,4.522331908,98.87,5932,8.688116703,2,2,0,1.23,0.385,1,2114,7.656,273.38,5.611,8015.66,8.99,Afternoon Off Peak,,0,0,,1:00,60,3600,4.094344562,1:00,60,3600,4.094344562,,,
2022,8/2/22,17:28:18,2100 S I15 NB                                               ,PI Crash,1,3,7.716666667,463,0:06:34,6.57,394,56.7,3402,4.037774211,56.72,3403,4.038126882,57.03,3422,8.137980454,4,2,2,1.04,0.74,0.5,7020,8.857,142.11,4.957,3611.1,8.19,PM Peak,0:00,0,0,,0:55,55,3300,4.007333185,0:55,55,3300,4.007333185,,,
2022,8/3/22,17:24:00,5000 S I15 NB,PI Crash,1,2,10.46666667,628.0000002,0:00:01,0.02,1,20,1200,2.995732274,25.9,1554,3.254242969,60.97,3658,8.204671829,6,1,5,1,0.833333333,0.167,5947,8.691,199.35,5.295,5366.43,8.59,PM Peak,0:31,31,1860,3.433987204,0:55,55,3300,4.007333185,0:24,24,1440,3.17805383,,,
2022,8/8/22,8:33:44,6900 S I15 NB                                               ,PI Crash,2,4,13.48333333,808.9999998,0:09:26,9.43,566,66.26666667,3976,4.193687006,68.4,4104,4.225372825,167.52,10051,9.215427411,6,4,2,4,0.333333333,0.667,8548,9.053,1657.13,7.413,39786.39,10.59,AM Peak,0:05,5,300,1.609437912,1:15,75,4500,4.317488114,1:10,70,4200,4.248495242,,,
2022,8/9/22,20:53:46,261972 I15 SB; MM 262 I15 SB                                ,PI Crash,1,3,9.616666667,577,0:11:22,11.37,682,29.23333333,1754,3.375309611,56.08,3365,4.026779243,136.05,8163,9.007367027,5,3,2,2.3,0.54,0.6,1773,7.48,30.56,3.42,816.76,6.71,Night Off Peak,0:07,7,420,1.945910149,0:35,35,2100,3.555348061,0:28,28,1680,3.33220451,,,
2022,8/11/22,13:36:43,12200 S I15 SB                                              ,PI Crash,1,2,12.38333333,742.9999998,0:14:03,14.05,843,61.3,3678,4.115779843,61.3,3678,4.115779843,76.7,4602,8.434246271,6,1,5,1,0.833333333,0.167,9910,9.201,626.08,6.439,17120.31,9.75,Afternoon Off Peak,,0,0,,1:05,65,3900,4.17438727,1:05,65,3900,4.17438727,,,
2022,8/16/22,8:49:52,1767 N I15 SB; MM 311 I15 SB                                ,PI Crash,1,2,10.43333333,625.9999998,0:32:56,32.93,1976,18.13333333,1088,2.897751865,33.88,2033,3.52282487,67.03,4022,8.29953457,4,1,3,1,0.75,0.25,3301,8.102,61.8,4.124,1502.98,7.32,AM Peak,0:07,7,420,1.945910149,0:30,30,1800,3.401197382,0:23,23,1380,3.135494216,,,
2022,8/16/22,16:07:57,271005 I15 NB; MM 271 I15 NB                                ,PI Crash,1,2,15.96666667,958.0000002,0:02:43,2.72,163,31.05,1863,3.435598808,71.58,4295,4.270815705,104.8,6288,8.746398334,6,3,3,3,0.5,0.5,5780,8.662,220.57,5.396,5931.01,8.69,PM Peak,0:26,26,1560,3.258096538,1:00,60,3600,4.094344562,0:34,34,2040,3.526360525,,,
2022,8/16/22,16:47:32,1767 S I215W SB; MM 20 I215W SB,PI Crash,1,3,10.2,612,0:14:39,14.65,879,73.45,4407,4.296604903,73.45,4407,4.296604903,119.5,7170,8.877660934,5,1,4,1,0.8,0.2,5465,8.606,96.65,4.571,2318.23,7.75,PM Peak,,-11,-660,,1:00,60,3600,4.094344562,1:11,71,4260,4.262679877,11,660,2.397895273
2022,8/19/22,7:48:33,281930 I15 NB; MM 282 I15 NB                                ,PI Crash,1,2,11.71666667,703.0000002,0:03:55,3.92,235,30.45,1827,3.416085994,86.63,5198,4.461646176,89.22,5353,8.58541243,7,3,4,,,0.429,3895,8.267,189.81,5.246,4660.21,8.45,AM Peak,0:16,16,960,2.772588722,0:45,45,2700,3.80666249,0:29,29,1740,3.36729583,,,
2022,8/19/22,14:18:57,277006 I15 SB; MM 277 I15 SB                                ,PI Crash,2,4,6.766666667,406,0:00:03,0.05,3,66.1,3966,4.191168747,66.1,3966,4.191168747,157.48,9449,9.153664195,6,3,3,3,0.5,0.5,29669,10.298,2389.84,7.779,71055.18,11.17,Afternoon Off Peak,3:29,209,12540,5.342334252,4:35,275,16500,5.616771098,1:06,66,3960,4.189654742,,,
2022,8/19/22,22:34:42,100 N I215W NB                                              ,PD Crash,1,3,9.733333333,584,0:06:46,6.77,406,130.3,7818,4.869839484,131.53,7892,4.879234962,503.33,30200,10.3155972,3,2,1,1.99,0.336666667,0.667,3076,8.031,5,1.609,131.33,4.88,Night Off Peak,0:10,10,600,2.302585093,2:25,145,8700,4.976733742,2:15,135,8100,4.905274778,,,
2022,8/22/22,8:36:28,1500 S I15 NB                                               ,PD Crash,1,2,6.5,390,0:13:55,13.92,835,72.53333333,4352,4.284046226,75.98,4559,4.330470148,89.45,5367,8.588024372,5,1,4,1,0.8,0.2,7513,8.924,165.11,5.107,4725.85,8.46,AM Peak,0:01,1,60,0,1:20,80,4800,4.382026635,1:19,79,4740,4.369447852,,,
2022,8/22/22,16:01:38,255017 I15 SB; MM 255 I15 SB                                ,PD Crash,1,5,19.85,1191,0:13:34,13.57,814,90.38333333,5423,4.504059885,90.38,5423,4.504023004,90.35,5421,8.598035579,6,2,4,1.52,0.746666667,0.333,11059,9.311,1778.88,7.484,44621.76,10.71,PM Peak,0:12,12,720,2.48490665,1:45,105,6300,4.65396035,1:33,93,5580,4.532599493,,,
2022,8/23/22,16:45:28,2961 S I15 NB; MM 304 I15 NB,PD Crash,1,3,7.6,456,0:05:19,5.32,319,5.533333333,332,1.710790407,12.67,760,2.539236994,65.47,3928,8.275885669,4,2,2,2,0.5,0.5,2281,7.732,125.76,4.834,3229.8,8.08,PM Peak,0:09,9,540,2.197224577,0:15,15,900,2.708050201,0:06,6,360,1.791759469,,,
2022,8/23/22,17:33:05,271005 I15 SB; MM 271 I15 SB                                ,PD Crash,1,2,17.48333333,1049,0:05:28,5.47,328,22.91666667,1375,3.131864448,42.53,2552,3.750209709,80.8,4848,8.486321528,6,1,5,1,0.833333333,0.167,4558,8.425,82.82,4.417,1984.82,7.59,PM Peak,0:09,9,540,2.197224577,0:35,35,2100,3.555348061,0:26,26,1560,3.258096538,,,
2022,8/24/22,16:16:14,900 N I15 NB                                                ,PD Crash,1,3,12.31666667,739.0000002,0:09:02,9.03,542,50.76666667,3046,3.927239971,52.6,3156,3.96271612,53.47,3208,8.073402969,4,2,2,1.03,0.7425,0.5,15805,9.668,852.03,6.748,22113.45,10,PM Peak,1:13,73,4380,4.290459441,2:05,125,7500,4.828313737,0:52,52,3120,3.951243719,,,
2022,8/24/22,18:05:47,278066 I15 SB; MM 278 I15 SB                                ,PD Crash,2,4,5.866666667,352,,,,13.21666667,793.0000002,2.58147866,16.03,962,2.774461967,44.58,2675,7.891704659,7,2,5,1,0.857142857,0.286,3999,8.294,122.66,4.809,2990.58,8,PM Peak,0:16,16,960,2.772588722,0:35,35,2100,3.555348061,0:19,19,1140,2.944438979,,,
2022,8/25/22,9:08:23,1300 S I215W NB                                             ,PD Crash,1,2,15.95,957,0:02:40,2.67,160,24.61666667,1477,3.20342372,73.55,4413,4.297965447,73.52,4411,8.3918567,4,2,2,2,0.5,0.5,1384,7.233,58.62,4.071,1387.85,7.24,AM Peak,0:02,2,120,0.693147181,0:25,25,1500,3.218875825,0:23,23,1380,3.135494216,,,
2022,8/25/22,15:40:57,273001 I15 SB; MM 273 I15 SB                                ,PD Crash,1,4,11.73333333,703.9999998,0:06:12,6.2,372,19.05,1143,2.947067102,27.85,1671,3.326832966,72.95,4377,8.384118837,6,1,5,1,0.833333333,0.167,4387,8.386,892.21,6.794,24870.96,10.12,Afternoon Off Peak,0:10,10,600,2.302585093,0:30,30,1800,3.401197382,0:20,20,1200,2.995732274,,,
2022,8/25/22,17:39:33,1800 S I15 NB                                               ,PD Crash,1,2,9.766666667,586,0:09:02,9.03,542,13.45,807,2.598979106,64.58,3875,4.167904765,69.85,4191,8.340694648,4,2,2,2,0.5,0.5,7074,8.864,116.17,4.755,2962.47,7.99,PM Peak,0:42,42,2520,3.737669618,0:55,55,3300,4.007333185,0:13,13,780,2.564949357,,,
2022,8/26/22,18:17:47,5300 S I15 NB,PD Crash,2,3,10.25,615,0:04:07,4.12,247,7.216666667,433,1.976393166,87.67,5260,4.473579766,94.58,5675,8.643825842,5,2,3,2,0.6,0.4,9857,9.196,526.76,6.267,13003.73,9.47,PM Peak,1:25,85,5100,4.442651256,1:35,95,5700,4.553876892,0:10,10,600,2.302585093,,,
2022,8/26/22,17:24:20,4924 S I15 NB; MM 301 I15 NB,PD Crash,2,3,9.383333333,563,0:08:45,8.75,525,13.66666667,820.0000002,2.614959778,56.33,3380,4.031227253,77.92,4675,8.449984442,6,2,4,1.56,0.74,0.333,2579,7.855,221.02,5.398,5609.58,8.63,PM Peak,0:07,7,420,1.945910149,0:25,25,1500,3.218875825,0:18,18,1080,2.890371758,,,
2022,8/26/22,8:40:14,2961 S I15 NB; MM 304 I15 NB,PI Crash,2,2,14.1,846,0:03:43,3.72,223,88.76666667,5326,4.486011204,89.82,5389,4.497807668,89.52,5371,8.58876939,6,2,4,2,0.666666667,0.333,10657,9.274,743.26,6.611,16382.79,9.7,AM Peak,0:06,6,360,1.791759469,1:35,95,5700,4.553876892,1:29,89,5340,4.48863637,,,
2022,8/26/22,15:34:41,277006 I15 SB; MM 277 I15 SB                                ,PD Crash,1,5,10.21666667,613.0000002,0:03:42,3.7,222,28.75,1725,3.358637767,28.75,1725,3.358637767,48.95,2937,7.985143931,6,2,4,1.85,0.691666667,0.333,23557,10.067,1313.72,7.181,38169.37,10.55,Afternoon Off Peak,2:45,165,9900,5.105945474,3:20,200,12000,5.298317367,0:35,35,2100,3.555348061,,,
2022,8/27/22,15:47:55,275940 I15 SB; MM 276 I15 SB,PD Crash,1,2,9.283333333,557,0:00:04,0.07,4,17.08333333,1025,2.838103329,36.32,2179,3.592368554,47.13,2828,7.947325027,6,3,3,3,0.5,0.5,4355,8.379,177.6,5.18,4804.18,8.48,Afternoon Off Peak,0:20,20,1200,2.995732274,0:40,40,2400,3.688879454,0:20,20,1200,2.995732274,,,
2022,8/29/22,13:58:59,7200 S I15 NB,PD Crash,2,3,,,0:04:31,4.52,271,58.41666667,3505,4.067601237,58.42,3505,4.067658297,58.13,3488,8.157083785,6,1,5,1,0.833333333,0.167,7025,8.857,26.9,3.292,695.73,6.54,Afternoon Off Peak,,-9,-540,,1:00,60,3600,4.094344562,1:09,69,4140,4.234106505,9,540,2.197224577
